部门id,部门,辅助分类,品种编号,品种名称,日期,台号,单价,销售量,赠送数量,取消数量,销售金额,赠送金额,取消金额,金额百分比,成本
5,楼面,其他,110312065,陈年普洱,2014_09_27,122,6,3,0,0,18,0,0,0.0473,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_17,122,6,4,0,0,24,0,0,0.0917,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_05,105,6,3,0,0,18,0,0,0.0431,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_15,113,6,6,0,0,36,0,0,0.0853,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_08,112,6,3,0,0,18,0,0,0.0485,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_10,123,6,2,0,0,12,0,0,0.0422,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_10,125,6,1,0,0,6,0,0,0.0211,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_29,113,6,7,0,0,42,0,0,0.154,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_29,103,6,6,0,0,36,0,0,0.132,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_02,103,6,6,0,0,36,0,0,0.1047,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_26,112,6,7,0,0,42,0,0,0.1277,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_27,111,6,3,0,0,18,0,0,0.0473,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_30,125,6,2,0,0,12,0,0,0.0434,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_11,122,6,2,0,0,12,0,0,0.0357,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_08,111,6,4,0,0,24,0,0,0.0647,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_15,115,6,4,0,0,24,0,0,0.0569,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_17,111,6,5,0,0,30,0,0,0.1146,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_07,116,6,4,0,0,24,0,0,0.0405,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_11,103,6,1,0,0,6,0,0,0.0179,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_25,125,6,2,0,0,12,0,0,0.0342,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_28,123,6,1,0,0,6,0,0,0.0217,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_14,102,6,3,0,0,18,0,0,0.0166,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_13,106,6,4,0,0,24,0,0,0.0581,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_01,112,6,4,0,0,24,0,0,0.0622,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_15,105,6,2,0,0,12,0,0,0.0284,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_02,115,6,2,0,0,12,0,0,0.0349,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_17,123,6,3,0,0,18,0,0,0.0688,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_09,125,6,2,0,0,12,0,0,0.0309,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_12,102,6,2,0,0,12,0,0,0.0294,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_15,112,6,4,0,0,24,0,0,0.0569,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_15,106,6,3,0,0,18,0,0,0.0427,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_30,112,6,8,0,0,48,0,0,0.1736,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_06,103,6,5,0,0,30,0,0,0.0407,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_09,115,6,2,0,0,12,0,0,0.0309,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_17,103,6,6,0,0,36,0,0,0.1375,3.48
6,点心,其他,110313827,古法马拉糕,2014_09_01,112,12,1,0,0,11,0,0,0.0285,7.2
5,楼面,其他,110312065,陈年普洱,2014_09_03,101,6,5,0,0,30,0,0,0.0744,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_13,111,6,5,0,0,30,0,0,0.0726,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_30,115,6,4,0,0,24,0,0,0.0868,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_07,111,6,5,0,0,30,0,0,0.0506,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_03,125,6,5,0,0,30,0,0,0.0744,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_02,101,6,12,0,0,72,0,0,0.2094,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_11,113,6,4,0,0,24,0,0,0.0714,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_10,122,6,4,0,0,24,0,0,0.0845,3.48
95,点心,其他,110313788,金丝燕麦包,2014_09_01,112,20,1,0,0,14,0,0,0.0363,9.8
5,楼面,其他,110312065,陈年普洱,2014_09_29,112,6,2,0,0,12,0,0,0.044,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_03,123,6,4,0,0,24,0,0,0.0595,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_06,105,6,1,0,0,6,0,0,0.0081,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_07,123,6,2,0,0,12,0,0,0.0202,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_26,102,6,4,0,0,24,0,0,0.073,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_26,105,6,4,0,0,24,0,0,0.073,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_03,105,6,2,0,0,12,0,0,0.0298,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_15,111,6,2,0,0,12,0,0,0.0284,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_30,123,6,1,0,0,6,0,0,0.0217,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_14,125,6,5,0,0,30,0,0,0.0277,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_15,123,6,3,0,0,18,0,0,0.0427,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_25,123,6,4,0,0,24,0,0,0.0683,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_06,102,6,4,0,0,24,0,0,0.0326,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_25,115,6,4,0,0,24,0,0,0.0683,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_14,123,6,5,0,0,30,0,0,0.0277,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_09,103,6,4,0,0,24,0,0,0.0618,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_30,101,6,2,0,0,12,0,0,0.0434,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_06,116,6,6,0,0,36,0,0,0.0489,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_11,116,6,3,0,0,18,0,0,0.0536,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_25,113,6,2,0,0,12,0,0,0.0342,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_04,122,6,4,0,0,24,0,0,0.0608,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_12,116,6,4,0,0,24,0,0,0.0587,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_02,113,6,4,0,0,24,0,0,0.0698,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_30,116,6,5,0,0,30,0,0,0.1085,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_30,111,6,2,0,0,12,0,0,0.0434,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_14,126,6,2,0,0,12,0,0,0.0111,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_08,102,6,2,0,0,12,0,0,0.0324,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_13,115,6,8,0,0,48,0,0,0.1161,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_13,101,6,3,0,0,18,0,0,0.0436,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_08,101,6,3,0,0,18,0,0,0.0485,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_02,102,6,1,0,0,6,0,0,0.0175,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_06,125,6,3,0,0,18,0,0,0.0244,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_03,103,6,3,0,0,18,0,0,0.0447,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_07,125,6,1,0,0,6,0,0,0.0101,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_09,112,6,5,0,0,30,0,0,0.0772,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_29,125,6,1,0,0,6,0,0,0.022,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_10,103,6,2,0,0,12,0,0,0.0422,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_03,111,6,5,0,0,30,0,0,0.0744,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_03,116,6,4,0,0,24,0,0,0.0595,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_16,105,6,4,0,0,24,0,0,0.0878,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_02,122,6,2,0,0,12,0,0,0.0349,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_04,115,6,3,0,0,18,0,0,0.0456,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_27,112,6,5,0,0,30,0,0,0.0789,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_28,102,6,5,0,0,30,0,0,0.1085,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_12,123,6,3,0,0,18,0,0,0.044,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_27,116,6,6,0,0,36,0,0,0.0947,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_07,105,6,1,0,0,6,0,0,0.0101,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_28,105,6,3,0,0,18,0,0,0.0651,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_09,123,6,2,0,0,12,0,0,0.0309,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_26,115,6,2,0,0,12,0,0,0.0365,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_25,122,6,2,0,0,12,0,0,0.0342,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_09,101,6,6,0,0,36,0,0,0.0926,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_25,116,6,3,0,0,18,0,0,0.0512,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_27,125,6,6,0,0,36,0,0,0.0947,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_29,101,6,1,0,0,6,0,0,0.022,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_14,101,6,15,0,0,90,0,0,0.0831,3.48
6,点心,其他,110313771,金银蒜汁蒸排骨,2014_09_01,112,17,2,0,0,32,0,0,0.0829,9.69
5,楼面,其他,110312065,陈年普洱,2014_09_13,126,6,4,0,0,24,0,0,0.0581,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_27,113,6,5,0,0,30,0,0,0.0789,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_12,112,6,1,0,0,6,0,0,0.0147,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_06,101,6,4,0,0,24,0,0,0.0326,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_13,112,6,5,0,0,30,0,0,0.0726,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_12,111,6,1,0,0,6,0,0,0.0147,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_15,102,6,2,0,0,12,0,0,0.0284,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_09,122,6,2,0,0,12,0,0,0.0309,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_30,113,6,4,0,0,24,0,0,0.0868,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_10,115,6,2,0,0,12,0,0,0.0422,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_11,105,6,2,0,0,12,0,0,0.0357,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_16,106,6,4,0,0,24,0,0,0.0878,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_06,122,6,2,0,0,12,0,0,0.0163,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_13,103,6,4,0,0,24,0,0,0.0581,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_03,102,6,5,0,0,30,0,0,0.0744,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_28,101,6,2,0,0,12,0,0,0.0434,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_28,122,6,3,0,0,18,0,0,0.0651,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_04,125,6,2,0,0,12,0,0,0.0304,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_07,101,6,5,0,0,30,0,0,0.0506,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_10,116,6,2,0,0,12,0,0,0.0422,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_10,101,6,8,0,0,48,0,0,0.1689,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_04,105,6,4,0,0,24,0,0,0.0608,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_25,111,6,2,0,0,12,0,0,0.0342,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_16,103,6,3,0,0,18,0,0,0.0658,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_11,112,6,8,0,0,48,0,0,0.1429,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_04,113,6,3,0,0,18,0,0,0.0456,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_02,125,6,4,0,0,24,0,0,0.0698,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_16,112,6,4,0,0,24,0,0,0.0878,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_26,122,6,3,0,0,18,0,0,0.0547,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_28,113,6,4,0,0,24,0,0,0.0868,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_27,123,6,4,0,0,24,0,0,0.0631,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_26,123,6,6,0,0,36,0,0,0.1095,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_29,116,6,2,0,0,12,0,0,0.044,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_25,112,6,4,0,0,24,0,0,0.0683,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_30,122,6,3,0,0,18,0,0,0.0651,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_27,101,6,5,0,0,30,0,0,0.0789,3.48
6,点心,其他,110313784,蜜汁叉烧包,2014_09_01,112,14,1,0,0,14,0,0,0.0363,7.14
5,楼面,其他,110312065,陈年普洱,2014_09_16,102,6,6,0,0,36,0,0,0.1317,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_27,103,6,6,0,0,36,0,0,0.0947,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_28,116,6,5,0,0,30,0,0,0.1085,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_30,105,6,3,0,0,18,0,0,0.0651,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_09,105,6,1,0,0,6,0,0,0.0154,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_05,125,6,3,0,0,18,0,0,0.0431,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_26,125,6,3,0,0,18,0,0,0.0547,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_15,116,6,4,0,0,24,0,0,0.0569,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_09,116,6,2,0,0,12,0,0,0.0309,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_06,112,6,2,0,0,12,0,0,0.0163,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_13,125,6,2,0,0,12,0,0,0.029,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_09,113,6,9,0,0,54,0,0,0.1389,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_27,105,6,3,0,0,18,0,0,0.0473,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_15,122,6,4,0,0,24,0,0,0.0569,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_13,116,6,4,0,0,24,0,0,0.0581,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_05,123,6,2,0,0,12,0,0,0.0288,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_29,102,6,2,0,0,12,0,0,0.044,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_12,103,6,3,0,0,18,0,0,0.044,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_14,106,6,2,0,0,12,0,0,0.0111,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_26,116,6,1,0,0,6,0,0,0.0182,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_16,111,6,4,0,0,24,0,0,0.0878,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_25,105,6,2,0,0,12,0,0,0.0342,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_12,105,6,4,0,0,24,0,0,0.0587,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_16,115,6,4,0,0,24,0,0,0.0878,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_15,101,6,6,0,0,36,0,0,0.0853,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_16,122,6,3,0,0,18,0,0,0.0658,3.48
6,点心,其他,110313835,牛腩猪肠粉,2014_09_01,112,16,1,0,0,16,0,0,0.0414,6.4
5,楼面,其他,110312065,陈年普洱,2014_09_10,105,6,3,0,0,18,0,0,0.0633,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_11,102,6,1,0,0,6,0,0,0.0179,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_28,115,6,4,0,0,24,0,0,0.0868,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_04,112,6,3,0,0,18,0,0,0.0456,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_03,113,6,4,0,0,24,0,0,0.0595,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_16,123,6,5,0,0,30,0,0,0.1097,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_13,102,6,6,0,0,36,0,0,0.0871,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_02,112,6,7,0,0,42,0,0,0.1222,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_28,112,6,8,0,0,48,0,0,0.1736,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_14,103,6,7,0,0,42,0,0,0.0388,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_25,101,6,2,0,0,12,0,0,0.0342,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_25,103,6,1,0,0,6,0,0,0.0171,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_12,122,6,2,0,0,12,0,0,0.0294,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_10,113,6,2,0,0,12,0,0,0.0422,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_10,112,6,7,0,0,42,0,0,0.1478,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_16,101,6,5,0,0,30,0,0,0.1097,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_04,116,6,4,0,0,24,0,0,0.0608,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_04,102,6,2,0,0,12,0,0,0.0304,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_25,102,6,4,0,0,24,0,0,0.0683,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_14,111,6,10,0,0,60,0,0,0.0554,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_03,122,6,4,0,0,24,0,0,0.0595,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_16,125,6,2,0,0,12,0,0,0.0439,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_16,113,6,2,0,0,12,0,0,0.0439,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_28,111,6,2,0,0,12,0,0,0.0434,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_14,105,6,3,0,0,18,0,0,0.0166,3.48
5,楼面,其他,110312065,陈年普洱,2014_09_16,116,6,5,0,0,30,0,0,0.1097,3.48
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_07,271,17,1,0,0,17,0,0,0.0287,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_27,226,17,1,0,0,17,0,0,0.0447,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_13,101,17,1,0,0,16,0,0,0.0387,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_13,113,17,1,0,0,16,0,0,0.0387,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_05,116,17,1,0,0,16,0,0,0.0383,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_16,106,17,1,0,0,16,0,0,0.0585,8.67
6,点心,其他,110313805,排骨凤爪饭,2014_09_01,112,16,2,0,0,32,0,0,0.0829,6.88
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_28,213,17,1,0,0,17,0,0,0.0615,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_08,270,17,1,0,0,17,0,0,0.0459,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_22,275,17,1,0,0,17,0,0,0.0447,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_02,111,17,2,0,0,32,0,0,0.0931,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_12,255,17,1,0,0,16,0,0,0.0391,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_28,101,17,1,0,0,17,0,0,0.0615,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_04,111,17,2,0,0,32,0,0,0.0811,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_09,272,17,1,0,0,17,0,0,0.0437,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_06,221,17,1,0,0,17,0,0,0.0231,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_15,101,17,2,0,0,34,0,0,0.0806,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_08,222,17,1,0,0,17,0,0,0.0459,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_14,235,17,1,0,0,17,0,0,0.0157,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_10,加9,17,1,0,0,16,0,0,0.0563,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_03,116,17,1,0,0,16,0,0,0.0397,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_27,113,17,1,0,0,17,0,0,0.0447,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_04,112,17,1,0,0,16,0,0,0.0405,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_13,105,17,1,0,0,16,0,0,0.0387,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_04,102,17,1,0,0,16,0,0,0.0405,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_03,122,17,1,0,0,16,0,0,0.0397,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_10,111,17,1,0,0,16,0,0,0.0563,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_11,116,17,1,0,0,16,0,0,0.0476,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_14,291,17,1,0,0,17,0,0,0.0157,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_27,232,17,1,0,0,17,0,0,0.0447,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_07,263,17,1,0,0,17,0,0,0.0287,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_07,113,17,1,0,0,17,0,0,0.0287,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_27,101,17,1,0,0,17,0,0,0.0447,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_15,270,17,1,0,0,17,0,0,0.0403,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_28,115,17,1,0,0,17,0,0,0.0615,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_09,101,17,1,0,0,17,0,0,0.0437,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_10,123,17,1,0,0,16,0,0,0.0563,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_20,加6,17,1,0,0,16,0,0,0.0387,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_07,125,17,1,0,0,17,0,0,0.0287,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_04,103,17,1,0,0,16,0,0,0.0405,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_11,115,17,1,0,0,16,0,0,0.0476,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_07,101,17,1,0,0,17,0,0,0.0287,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_12,122,17,1,0,0,16,0,0,0.0391,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_03,115,17,2,0,0,32,0,0,0.0794,8.67
95,点心,其他,110313794,皮蛋瘦肉粥,2014_09_01,112,48,1,0,0,14,0,0,0.0363,19.68
2,点心,其他,110313840,肉片炒面,2014_09_01,112,28,1,0,0,14,0,0,0.0363,10.36
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_13,123,17,1,0,0,16,0,0,0.0387,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_17,111,17,1,0,0,16,0,0,0.0611,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_22,263,17,1,0,0,17,0,0,0.0447,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_17,105,17,1,0,0,16,0,0,0.0611,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_20,291,17,1,0,0,16,0,0,0.0387,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_24,291,17,1,0,0,16,0,0,0.0465,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_15,266,17,1,0,0,17,0,0,0.0403,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_11,111,17,1,0,0,16,0,0,0.0476,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_16,112,17,1,0,0,16,0,0,0.0585,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_04,116,17,1,0,0,16,0,0,0.0405,8.67
6,点心,其他,110313817,酥皮鸡蛋挞,2014_09_01,112,14,1,0,0,14,0,0,0.0363,7.56
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_08,266,17,1,0,0,17,0,0,0.0459,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_30,101,17,1,0,0,17,0,0,0.0615,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_30,112,17,1,0,0,17,0,0,0.0615,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_29,116,17,1,0,0,16,0,0,0.0587,8.67
6,点心,其他,110313780,甜粟鲜虾饺,2014_09_01,112,15,1,0,0,14,0,0,0.0363,4.5
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_02,216,17,1,0,0,16,0,0,0.0465,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_03,286,17,1,0,0,16,0,0,0.0397,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_08,116,17,1,0,0,17,0,0,0.0459,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_09,加3,17,1,0,0,17,0,0,0.0437,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_06,123,17,1,0,0,17,0,0,0.0231,8.67
6,点心,其他,110313782,陈皮蒸牛丸,2014_09_11,123,17,1,0,0,16,0,0,0.0476,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_28,112,17,1,0,0,17,0,0,0.0615,8.67
6,点心,其他,110313857,陈皮蒸牛丸,2014_09_30,115,17,1,0,0,17,0,0,0.0615,8.67
